-ne EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
CP009997.1	4.5MB	4496569	0	0.47	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia kristensenii	Yersinia kristensenii strain Y231, complete genome.
CP010005.1	5.7MB	5675189	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus thuringiensis serovar kurstaki	Bacillus thuringiensis serovar kurstaki strain HD 1, complete genome.
CP010013.1	1.6MB	1586473	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori	Helicobacter pylori strain Hp238, complete genome.
CP010014.1	4.1MB	4070380	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. YP1	Bacillus sp. YP1, complete genome.
CP010019.1	2.0MB	2017400	0	0.33	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella philomiragia subsp. philomiragia ATCC 25015	Francisella philomiragia subsp. philomiragia ATCC 25015 strain O#319L,
CP010023.1	4.6MB	4607660	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia pestis str. Pestoides B	Yersinia pestis str. Pestoides B, complete genome.
CP010028.1	3.5MB	3531443	0	0.67	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae;Deinococcus.	Deinococcus swuensis	Deinococcus swuensis strain DY59, complete genome.
CP010048.1	0.7MB	749321	0	0.29	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; ant endosymbionts; Candidatus Blochmannia.	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675,
CP010049.1	0.8MB	773940	0	0.27	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; ant endosymbionts; Candidatus Blochmannia.	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757,
CP010050.1	2.5MB	2488699	0	0.35	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Lactococcus.	Lactococcus lactis subsp. lactis	Lactococcus lactis subsp. lactis strain S0, complete genome.
CP010052.1	4.2MB	4215619	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168, complete genome.
CP010053.1	4.2MB	4215367	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis	Bacillus subtilis strain PS832, complete genome.
CP010054.1	3.9MB	3874646	0	0.57	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Hymenobacteraceae;Hymenobacter.	Hymenobacter sp. DG25B	Hymenobacter sp. DG25B, complete genome.
CP010058.1	1.7MB	1712361	0	0.31	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain YH001, complete genome.
CP010067.1	4.7MB	4742580	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia pseudotuberculosis str. PA3606	Yersinia pseudotuberculosis str. PA3606, complete genome.
CP010072.1	1.7MB	1742364	0	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain 01-1512, complete genome.
CP010075.1	3.7MB	3708888	0	0.42	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. WP8	Bacillus sp. WP8, complete genome.
CP010088.1	5.2MB	5235838	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus thuringiensis	Bacillus thuringiensis strain 97-27, complete genome.
CP010089.1	5.7MB	5701188	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus thuringiensis serovar galleriae	Bacillus thuringiensis serovar galleriae strain HD-29, complete genome.
CP010103.1	2.0MB	2005074	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. novicida	Francisella tularensis subsp. novicida strain DPG 3A-IS, complete genome.
CP010105.1	0.2MB	190405	0	0.24	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Candidatus Sulcia.	Candidatus Sulcia muelleri	Candidatus Sulcia muelleri strain ML, complete genome.
CP010113.1	4.8MB	4781002	0	0.69	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium avium subsp. paratuberculosis	Mycobacterium avium subsp. paratuberculosis strain E1, complete genome.
CP010114.1	4.8MB	4786065	0	0.69	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium avium complex (MAC).	Mycobacterium avium subsp. paratuberculosis	Mycobacterium avium subsp. paratuberculosis strain E93, complete genome.
CP010115.1	1.9MB	1862444	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. tularensis	Francisella tularensis subsp. tularensis strain NIH B-38, complete genome.
CP010247.1	4.5MB	4529728	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia pestis Pestoides G	Yersinia pestis Pestoides G, complete genome.
CP010267.1	1.2MB	1192498	0	0.24	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.	Mycoplasma mycoides subsp. mycoides	Mycoplasma mycoides subsp. mycoides strain izsam_mm5713, complete genome.
CP010268.1	5.6MB	5597590	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	Paenibacillus polymyxa	Paenibacillus polymyxa strain Sb3-1, complete genome.
CP010274.1	2.8MB	2848408	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain 5 genome.
CP010275.1	2.8MB	2847905	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain MH1 genome.
CP010276.1	2.9MB	2850726	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain PG2, complete genome.
CP010277.1	2.8MB	2806870	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain VQ50 genome.
CP010278.1	2.8MB	2805502	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain 3 genome.
CP010279.1	4.8MB	4832938	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425	Salmonella enterica subsp. enterica serovar Newport str. CVM 22425,
CP010280.1	4.9MB	4864348	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462	Salmonella enterica subsp. enterica serovar Newport str. CVM 22462,
CP010281.1	4.8MB	4830769	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513	Salmonella enterica subsp. enterica serovar Newport str. CVM 22513,
CP010282.1	4.8MB	4795842	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538	Salmonella enterica subsp. enterica serovar Newport str. CVM 21538,
CP010283.1	4.9MB	4858179	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550	Salmonella enterica subsp. enterica serovar Newport str. CVM 21550,
CP010284.1	4.8MB	4827959	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543	Salmonella enterica subsp. enterica serovar Newport str. CVM N1543,
CP010288.1	1.9MB	1893733	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. holarctica	Francisella tularensis subsp. holarctica strain VT68, complete genome.
CP010289.1	1.9MB	1894186	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. holarctica	Francisella tularensis subsp. holarctica strain 425, complete genome.
CP010290.1	1.9MB	1892789	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. tularensis SCHU S4	Francisella tularensis subsp. tularensis SCHU S4, complete genome.
CP010295.1	2.9MB	2872768	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 29b_MRSA, complete genome.
CP010296.1	2.9MB	2872779	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 31b_MRSA, complete genome.
CP010297.1	2.9MB	2872764	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 33b, complete genome.
CP010298.1	2.9MB	2872779	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 26b_MRSA, complete genome.
CP010299.1	2.9MB	2872781	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 25b_MRSA, complete genome.
CP010300.1	2.9MB	2872771	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus	Staphylococcus aureus strain 27b_MRSA, complete genome.
CP010301.1	1.7MB	1745537	0	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain 00-0949, complete genome.
CP010306.1	1.7MB	1742047	0	0.30	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain 00-1597, complete genome.
CP010307.1	1.7MB	1670781	0	0.31	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni strain 00-6200, complete genome.
CP010308.1	0.9MB	907293	0	0.29	Bacteria; Spirochaetes; Spirochaetales; Borreliaceae; Borrelia.	Borrelia miyamotoi	Borrelia miyamotoi strain CT14D4, complete genome.
CP010310.1	5.9MB	5867621	0	0.64	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Pandoraea.	Pandoraea pulmonicola	Pandoraea pulmonicola strain DSM 16583, complete genome.
CP010311.1	3.5MB	3475523	0	0.57	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales;Geobacteraceae; Geoalkalibacter.	Geoalkalibacter subterraneus	Geoalkalibacter subterraneus strain Red1, complete genome.
CP010313.1	9.2MB	9224208	0	0.64	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Bradyrhizobiaceae; Bradyrhizobium.	Bradyrhizobium japonicum	Bradyrhizobium japonicum strain E109, complete genome.
CP010314.1	4.2MB	4195102	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis subsp. subtilis	Bacillus subtilis subsp. subtilis strain 3NA, complete genome.
CP010315.1	5.0MB	5017219	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli	Escherichia coli strain 789, complete genome.
CP010322.1	5.2MB	5229224	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain Canadian_bison, complete genome.
CP010323.1	4.1MB	4134593	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Bordetella.	Bordetella pertussis 137	Bordetella pertussis 137, complete genome.
CP010327.1	4.2MB	4155464	0	0.34	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Myroides.	Myroides sp. A21	Myroides sp. A21, complete genome.
CP010341.1	2.6MB	2649166	0	0.67	Bacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae;Propionibacterium.	Propionibacterium freudenreichii subsp. freudenreichii	Propionibacterium freudenreichii subsp. freudenreichii strain DSM 20271,
CP010344.1	4.8MB	4803751	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli ECC-1470	Escherichia coli ECC-1470, complete genome.
CP010346.1	2.9MB	2904228	0	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Listeria monocytogenes	Listeria monocytogenes strain IZSAM_Lm_hs2008, complete genome.
CP010359.1	6.2MB	6233254	0	0.62	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas plecoglossicida	Pseudomonas plecoglossicida strain NyZ12, complete genome.
CP010361.1	5.3MB	5344430	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae	Klebsiella pneumoniae strain 32192, complete genome.
CP010368.1	3.9MB	3858956	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter nosocomialis	Acinetobacter nosocomialis strain 6411, complete genome.
CP010371.1	4.8MB	4761012	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli	Escherichia coli strain 6409, complete genome.
CP010376.1	4.9MB	4897485	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter hormaechei subsp. steigerwaltii	Enterobacter hormaechei subsp. steigerwaltii strain 34977, complete genome.
CP010377.1	4.6MB	4632074	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter hormaechei subsp. hormaechei	Enterobacter hormaechei subsp. hormaechei strain 34983, complete genome.
CP010384.1	4.8MB	4784288	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	Enterobacter hormaechei subsp. oharae	Enterobacter hormaechei subsp. oharae strain 34399, complete genome.
CP010392.1	5.3MB	5313576	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae	Klebsiella pneumoniae strain 34618, complete genome.
CP010397.1	3.9MB	3902527	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Moraxellaceae; Acinetobacter;	Acinetobacter baumannii	Acinetobacter baumannii strain 6200, complete genome.
CP010406.1	4.0MB	3982168	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus sp. Pc3	Bacillus sp. Pc3, complete genome.
CP010407.1	8.9MB	8867142	0	0.72	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae;Streptomyces.	Streptomyces vietnamensis	Streptomyces vietnamensis strain GIM4.0001, complete genome.
CP010409.1	4.5MB	4497453	0	0.69	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas sacchari	Xanthomonas sacchari strain R1, complete genome.
CP010415.1	4.6MB	4591803	0	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Azotobacter.	Azotobacter chroococcum NCIMB 8003	Azotobacter chroococcum NCIMB 8003, complete genome.
CP010427.1	1.7MB	1658482	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Allofrancisella.	Allofrancisella guangzhouensis	Allofrancisella guangzhouensis strain 08HL01032 chromosome, complete
CP010429.1	7.0MB	7029352	0	0.49	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae;Spirosoma.	Spirosoma radiotolerans	Spirosoma radiotolerans strain DG5A, complete genome.
CP010431.1	5.7MB	5742997	0	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Pandoraea.	Pandoraea sputorum	Pandoraea sputorum strain DSM 21091, complete genome.
CP010433.1	2.0MB	1958651	0	0.60	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium animalis	Bifidobacterium animalis strain A6, complete genome.
CP010434.1	4.0MB	4027672	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis subsp. spizizenii	Bacillus subtilis subsp. spizizenii strain NRS 231, complete genome.
CP010435.1	1.7MB	1667638	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori 26695-1	Helicobacter pylori 26695-1, complete genome.
CP010436.1	1.7MB	1667303	0	0.39	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter pylori	Helicobacter pylori strain 26695-1MET, complete genome.
CP010437.1	2.2MB	2173720	0	0.59	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium adolescentis	Bifidobacterium adolescentis strain BBMN23, complete genome.
CP010438.1	4.6MB	4619729	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3454, complete genome.
CP010439.1	4.6MB	4604543	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3440, complete genome.
CP010440.1	4.6MB	4621164	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3476, complete genome.
CP010441.1	4.6MB	4607634	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3445, complete genome.
CP010442.1	4.7MB	4660432	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3466, complete genome.
CP010443.1	4.6MB	4606859	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3446, complete genome.
CP010444.1	4.6MB	4609629	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3475, complete genome.
CP010445.1	4.7MB	4682086	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli K-12	Escherichia coli K-12 strain ER3435, complete genome.
CP010446.1	1.9MB	1878026	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. tularensis str. SCHU S4 substr. NR-28534	Francisella tularensis subsp. tularensis str. SCHU S4 substr. NR-28534,
CP010451.1	3.2MB	3207539	0	0.54	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium glutamicum	Corynebacterium glutamicum strain B253, complete genome.
CP010518.3	5.6MB	5582097	0	0.63	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Pandoraea.	Pandoraea apista	Pandoraea apista strain TF81F4, complete genome.
CP010519.1	8.4MB	8384669	0	0.73	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae;Streptomyces.	Streptomyces albus	Streptomyces albus strain DSM 41398, complete genome.
CP010520.1	3.6MB	3611897	0	0.27	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium botulinum	Clostridium botulinum strain NCTC 8266, complete genome.
CP010521.1	3.6MB	3611898	0	0.27	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium botulinum	Clostridium botulinum strain NCTC 8550, complete genome.
CP010523.1	5.5MB	5521203	0	0.58	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella variicola	Klebsiella variicola strain DSM 15968, complete genome.
CP010524.1	4.4MB	4388022	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus paralicheniformis	Bacillus paralicheniformis strain BL-09, complete genome.
CP010525.1	3.6MB	3624641	0	0.46	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus coagulans	Bacillus coagulans strain HM-08, complete genome.
CP010526.1	2.9MB	2860508	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus ST772-MRSA-V	Staphylococcus aureus subsp. aureus ST772-MRSA-V strain DAR4145, complete
CP010555.1	6.7MB	6712339	0	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas aeruginosa	Pseudomonas aeruginosa strain FRD1, complete genome.
CP010556.1	3.9MB	3905973	0	0.47	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus amyloliquefaciens group.	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens strain L-H15, complete genome.
CP010557.1	5.5MB	5522044	0	0.57	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Raoultella.	Raoultella ornithinolytica	Raoultella ornithinolytica strain S12, complete genome.
CP010577.1	5.7MB	5652292	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus thuringiensis serovar morrisoni	Bacillus thuringiensis serovar morrisoni strain BGSC 4AA1, complete genome.
CP010585.1	4.6MB	4557511	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli	Escherichia coli strain C41(DE3), complete genome.
CP010778.1	4.2MB	4174830	0	0.43	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus atrophaeus	Bacillus atrophaeus strain NRS 1221A, complete genome.
CP010783.1	2.1MB	2086959	0	0.37	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus iniae	Streptococcus iniae strain YSFST01-82, complete genome.
CP010792.1	5.2MB	5227394	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain Ames A0462, complete genome.
CP010798.1	2.7MB	2713132	0	0.32	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum	Flavobacterium psychrophilum strain 4, complete genome.
CP010803.1	4.8MB	4817335	0	0.62	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;Aurantimonadaceae; Martelella.	Martelella endophytica	Martelella endophytica strain YC6887, complete genome.
CP010811.1	3.9MB	3928357	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio cholerae	Vibrio cholerae strain 1154-74, complete genome.
CP010812.1	4.1MB	4077462	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae;Vibrio.	Vibrio cholerae	Vibrio cholerae strain 10432-62, complete genome.
CP010816.1	4.5MB	4528118	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli	Escherichia coli strain BL21 (TaKaRa), complete genome.
CP010817.1	4.1MB	4064534	0	0.34	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Myroides.	Myroides profundi	Myroides profundi strain D25, complete genome.
CP010820.1	4.8MB	4843789	0	0.38	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lysinibacillus.	Lysinibacillus fusiformis	Lysinibacillus fusiformis strain RB-21, complete genome.
CP010827.1	2.8MB	2830519	0	0.60	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium singulare	Corynebacterium singulare strain IBS B52218, complete genome.
CP010848.1	2.3MB	2328288	0	0.61	Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Rathayibacter.	Rathayibacter toxicus	Rathayibacter toxicus strain 70137, complete genome.
CP010852.1	5.2MB	5200257	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus anthracis	Bacillus anthracis strain A1144, complete genome.
CP010889.1	2.3MB	2337820	0	0.52	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis strain 226, complete genome.
CP010907.1	1.2MB	1150626	0	0.31	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Erwiniaceae; Pantoea.	Candidatus Pantoea carbekii	Candidatus Pantoea carbekii strain US, complete genome.
CP010947.1	4.9MB	4884823	0	0.61	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales;Aeromonadaceae; Aeromonas.	Aeromonas hydrophila	Aeromonas hydrophila strain AL06-06, complete genome.
